model_id|gender|race|age|clothing|profession|character traits and behavior|speaker_id
247|Male|White|Young|Black leather motorcycle jacket over a grey t-shirt, dark baggy trousers, black socks, and worn-out black boots. The character wears a black wristband and has visible tattoos on his arms.|Biker|Displays a hardened demeanor, exhibiting signs of aggression and a distrust of authority. This individual likely engages in illicit activities and operates within a criminal motorcycle gang. Note: This character’s role is 'Biker'.|1
248|Male|White|Young|He wears a black leather biker jacket over a black t-shirt, paired with dark blue denim jeans and worn black boots. A red bandana is tied around his head, completing the classic 90s biker look.|Biker|Aggressive, cynical, and prone to confrontation, exhibiting typical biker behavior associated with gang activity and territorial disputes. Note: This character’s role is ‘Biker’.|3
249|Male|Black|Young|A tailored black suit jacket over a dark grey dress shirt, paired with black trousers and polished black leather shoes. A luxurious, oversized brown fur coat drapes dramatically over the shoulders, reflecting a lavish lifestyle.|Pimp|Displays an air of calculated confidence and subtle menace, exhibiting a relaxed demeanor punctuated by moments of intense scrutiny. He possesses a refined vocabulary and an apparent familiarity with the city’s underworld. Note: This character operates within the high-end pleasure district, leveraging connections and influence to maintain his position.|1
250|Male|White|Young|Olive green long-sleeved thermal shirt layered under dark wash, distressed denim jeans, and black sneakers. The overall appearance suggests a casual, slightly worn style common in the early 1990s.|Unspecified – likely a low-level street resident or occasional petty criminal.|Appears reserved and observant, possibly involved in minor criminal activity or simply navigating the city’s underbelly.|13
251|Female|White|Young|A vibrant red, textured one-piece swimsuit with a low-cut V-neckline and delicate silver strappy sandals. The swimsuit style reflects 1992 trends, emphasizing a sleek and athletic silhouette.|Lifeguard|Calm, observant, and possesses a strong sense of responsibility. Exhibits a professional demeanor while maintaining a friendly and approachable attitude towards beachgoers. Note: This character’s role is primarily focused on ensuring the safety and well-being of swimmers at the beach.|16
252|Male|White|Young|Naked, wearing pink and white striped swim shorts.|Naked Valet|Displays a relaxed, almost nonchalant demeanor, typical of street hustlers operating in the city’s underbelly.  He exhibits a cautious, observant nature, suggesting familiarity with the dangers of the streets. Note: This character’s role is ‘Naked Valet’.|8
253|Male|Black|Old|Dark navy blue, double-breasted bus driver’s uniform with a peaked cap and brown leather shoes. The jacket features gold buttons and a high collar, reflecting a 1990s style.|Bus Driver|Quiet and observant, he appears to be a reliable and diligent member of the city’s public transport system. Note: This character’s role is ‘Bus Driver’.|8
254|Male|White|Young|Wears a faded black leather motorcycle jacket over a grey t-shirt, dark baggy cargo pants, and black combat boots. A black wristband and a prominent tattoo on his left arm complete the outfit, reflecting a 1990s biker aesthetic.|Biker Drug Dealer|Displays a gruff, uncommunicative demeanor with a noticeable scar above his left eye. He operates primarily in low-income areas, known for dealing small quantities of narcotics and engaging in minor intimidation tactics. Note: This character’s role is ‘Biker Drug Dealer’.|6
255|Male|White|Young|The individual is dressed in a sharply tailored, dark grey three-piece suit with a white dress shirt and a black tie, reflecting the 1992 style of Los Angeles. Black leather Oxford shoes complete the formal appearance.|Chauffeur (Limo Driver)|Reserved, professional, and meticulously neat, exhibiting a quiet authority and a focus on maintaining a calm demeanor. He appears to be a man of few words, prioritizing efficiency and discretion. Note: This character’s role is primarily as a high-end transportation provider, likely servicing wealthy clients or government officials.|7
256|Female|Black|Young|She wears a white, low-cut halter top with a thin white ribbon tied around her neck, paired with a classic red and black plaid mini-skirt and black high heels. White knee-high socks complete the look.|Stripper|Confident, flirtatious, and possessing a noticeable air of self-assurance. She appears to be a seasoned performer accustomed to dealing with demanding clientele. Note: This character’s role is ‘Stripper’.|2
257|Female|White|Young|She wears a black, laced bustier top, matching black stockings, and a pair of black stilettos. The outfit is typical of a 1992 Los Angeles nightclub scene.|Stripper|Appears confident and alluring, with a calculated gaze. She exhibits a detached demeanor, suggesting a practiced performance and a guarded personality. Note: This character’s role is ‘Stripper’.|4
258|Male|White|Young|A dark grey, button-down checkered shirt paired with khaki trousers and a brown leather belt. The overall appearance reflects a 1992 style, suggesting a middle-aged, somewhat conservative individual.|Heckler|This character exhibits a cautious and observant demeanor, possibly involved in minor surveillance or information gathering. He appears to be a reliable, if unremarkable, individual with a quiet, watchful presence. Note: This character's role is 'Heckler'.|1
259|Male|White|Young|A dark grey checkered button-down shirt, worn over a white undershirt, paired with khaki shorts and dark blue suede loafers. White socks complete the outfit.|Heckler|This individual presents a subdued, slightly weary demeanor, suggesting a background involving petty crime and potentially low-level intimidation. He exhibits a cautious, observant nature, likely accustomed to operating in the shadows. Note: This character’s role is ‘Heckler’.|13
260|Male|Black|Young|Black crew-neck t-shirt, worn denim jeans, and brown work boots. A high-visibility orange safety vest is worn over the shirt, and grey work gloves are on his hands.|Construction Worker|Displays a quiet, focused demeanor, exhibiting a practical and no-nonsense attitude. This individual appears to be a reliable and diligent worker, accustomed to physical labor. Note: This character’s role is 'Construction Worker'.|13
261|Male|White|Young|Dark grey flannel shirt over a black t-shirt, paired with dark wash denim jeans and tan sneakers. The overall appearance suggests a practical, slightly worn style common in 1992 Los Angeles.|Cab driver|Quiet, observant, and appears to prioritize efficiency. This individual likely avoids unnecessary conversation and focuses on completing his route. Note: This character's role is 'Cab driver'.|14
262|Male|Black|Old|Light grey tank top, dark grey shorts, and beige canvas sneakers. A faded teal windbreaker jacket is worn over the tank top.|Cab driver|Appears weary and somewhat detached, exhibiting a quiet demeanor with minimal eye contact. He displays a noticeable lack of enthusiasm and seems preoccupied with his surroundings. Note: This character likely operates a small, older cab in the city’s less affluent districts, prioritizing a simple existence over ambition.|8
263|Female|White|Young|Black, form-fitting mini dress heavily adorned with a dense, stylized floral and bird motif in shades of gold, crimson, and jade. The dress features a high collar and pointed heels, reflecting 1990s fashion trends.|Potential nightclub hostess or performer.|Appears reserved and observant, possibly involved in the city’s nightlife scene. Displays a subtle air of sophistication and caution.|11
264|Male|White|Old|A striped, short-sleeved purple and white t-shirt, red shorts, and bright red suspenders. He wears brown leather shoes and a red clown nose.|Clown (Ice-cream Van Driver)|The individual exhibits a generally jovial demeanor, often accompanied by exaggerated gestures and a slightly unsettling, fixed smile. He appears to be a lonely and somewhat eccentric character, possibly struggling with social interaction. Note: This character’s role is ‘Clown (Ice-cream Van Driver)’.|14
265|Male|Black|Young|Black police uniform with a peaked cap, dark brown leather boots, and a standard police utility belt with a holster for a sidearm. The uniform appears slightly worn, reflecting years of service.|Officer Frank Tenpenny (Corrupt Cop)|Displays a cold, authoritative demeanor with a subtle air of arrogance and disdain for the law. He is likely prone to intimidation and bending rules to suit his own agenda. Note: This character’s role is to maintain order through questionable methods and exert undue influence within the LAPD.|13
266|Male|White|Young|Dark navy blue police uniform with a peaked cap, a silver badge on the chest, and a standard-issue police belt carrying a firearm and a taser. The uniform reflects the style of 1992 Los Angeles law enforcement.|Officer Eddie Pulaski (Corrupt Cop)|Pulaski exhibits a weary demeanor, suggesting experience with the darker aspects of the city, and a subtle air of cynicism. He appears observant and potentially prone to bending the rules for personal gain. Note: This character’s role is ‘Officer Eddie Pulaski (Corrupt Cop)’.|13
267|Male|Black|Young|Dark navy blue police uniform with a peaked cap, a standard-issue badge affixed to the chest, and a black leather belt holding a sidearm holster. Black leather boots complete the formal attire.|Officer Jimmy Hernandez|Stern, disciplined, and observant, Hernandez displays a professional demeanor focused on maintaining order and upholding the law. He is generally reserved and cautious, prioritizing procedure and evidence over immediate action. Note: Hernandez is a newly assigned patrol officer, dedicated to serving and protecting the citizens of Los Santos.|14
268|Male|White|Young|Dark blue, slightly worn mechanic’s shortalls with multiple utility pockets, a plain light blue short-sleeved t-shirt, and light beige canvas sneakers.|Dwaine/Dwayne|Quiet, observant, and appears diligent, exhibiting a no-nonsense attitude. This individual likely works in a smaller, independent auto repair shop. Note: Dwaine is a reliable, if somewhat reserved, worker focused on maintaining equipment and assisting with basic repairs.|13
269|Male|Black|Young|Wears a faded olive-green short-sleeved button-down shirt, dark wash denim jeans, and worn brown leather loafers. The shirt appears slightly rumpled, suggesting a casual, perhaps working-class style common in 1992 Los Angeles.|Melvin "Big Smoke" Harris (Mission)|Displays a relaxed, slightly weary demeanor, with a hint of cynicism in his expression. He possesses a quiet confidence and an air of someone accustomed to dealing with difficult situations. Note: This character’s role is primarily as a local informant and errand runner, likely involved in minor criminal activities within the city’s underbelly.|9
270|Male|Black|Young|A dark green heavyweight cotton T-shirt, faded black denim jeans, and worn-out grey canvas sneakers. The outfit reflects a practical, street-wear style common in 1992 Los Angeles.|Sean 'Sweet' Johnson|Johnson presents a guarded demeanor, exhibiting signs of cautiousness and a history of petty offenses. He is likely involved in low-level drug dealing and street hustling, displaying a distrustful attitude towards law enforcement. Note: This character’s role is ‘Sweet’ Johnson.|1
271|Male|Black|Young|Grey hooded sweatshirt, white crew-neck t-shirt, dark blue distressed denim jeans, and black high-top sneakers. The overall appearance reflects a relaxed, street-style aesthetic popular in 1992 Los Angeles.|Lance 'Ryder' Wilson|Wilson exhibits a calm, observant demeanor, often leaning against walls and observing the surroundings. He appears to be a low-level hustler, possibly involved in small-time drug sales or street dealing, displaying a cautious and somewhat cynical attitude. Note: Wilson’s presence suggests a connection to the city’s underbelly, likely operating within the confines of the Grove Street area.|13
272|Male|White|Old|The individual wears a dark brown leather jacket over a grey and black striped sweater, paired with khaki trousers and black sneakers. A brown leather belt secures a simple leather shoulder bag.|Mafia Boss|He presents a composed and subtly intimidating demeanor, suggesting a man accustomed to authority and discreet dealings. This character likely operates within the city's underworld, managing illicit operations with a calculated and controlled approach. Note: This character’s role is ‘Mafia Boss’.|3
273|Male|Hispanic|Young|A dark navy and white striped polo shirt, worn over light grey chinos, paired with black sneakers and a brown leather belt. The outfit reflects a casual, street-smart style common in 1990s Los Angeles.|T-Bone Mendez|Mendez exhibits a relaxed, observant demeanor, often leaning against walls and observing the surroundings with a slight smirk. He appears to be a low-level street hustler, possibly involved in small-time dealings. Note:  Mendez is a recurring minor NPC frequently encountered in the Grove Street area.|0
274|Male|Black|Young|He wears a standard white EMT uniform shirt with breast pocket and rolled-up sleeves, paired with dark blue, straight-leg denim work pants and black leather work boots. A black tactical belt with a medical pouch and holster is secured around his waist.|Paramedic (Emergency Medical Technician)|Calm, professional, and efficient, exhibiting a no-nonsense demeanor typical of a first responder during stressful situations. This character likely operates independently, prioritizing patient care and maintaining a detached, objective approach. Note: This character’s role is ‘Paramedic (Emergency Medical Technician)’.|7
275|Male|Black|Young|A faded, light blue short-sleeved paramedic uniform shirt with a prominent orange medical patch on the chest, paired with dark wash, straight-leg denim work pants and black leather work boots. A black utility belt with a medical pouch and radio holder is worn around his waist.|Paramedic (Emergency Medical Technician)|Calm, professional, and efficient, exhibiting a no-nonsense attitude typical of a first responder during a high-pressure situation. This individual appears dedicated to his role and prioritizing patient care. Note: This character’s role is ‘Paramedic (Emergency Medical Technician)’.|7
276|Male|White|Young|He wears a faded olive green paramedic uniform shirt with numerous pockets, dark brown cargo pants, and black leather boots. A black utility belt with a medical bag is secured around his waist.|Paramedic (Emergency Medical Technician)|Calm, professional, and observant, exhibiting a quiet competence and a slight air of weariness. This individual appears dedicated to his duty and accustomed to dealing with difficult situations. Note: This character’s role is ‘Paramedic (Emergency Medical Technician)’.|1
277|Male|White|Young|Olive drab fire-resistant uniform with prominent orange and black reflective stripes along the arms and legs, paired with black combat boots.  The uniform appears worn but well-maintained, typical of a seasoned firefighter.|Firefighter|Quiet and observant, exhibiting a calm demeanor under pressure, suggesting experience in handling stressful situations.  This individual demonstrates a strong sense of duty and responsibility. Note: This character’s role is ‘Firefighter’.|7
278|Male|White|Young|The firefighter wears a worn, olive-drab fire-resistant uniform with prominent yellow reflective stripes along the arms and legs. Black leather boots and a dark brown belt complete the outfit, reflecting a practical, no-frills style common in 1990s emergency services.|Firefighter|He exhibits a quiet, observant demeanor, suggesting a man accustomed to dealing with stressful situations and potentially witnessing difficult scenes.  His posture indicates a sense of responsibility and a focus on duty. Note: This character’s role is ‘Firefighter’.|13
279|Male|White|Young|Dark grey fire-resistant turnout gear with prominent orange and black reflective stripes along the arms and legs, a matching peaked cap, and brown work boots. The garment appears worn and slightly soiled, indicative of regular use.|Firefighter|Stoic, observant, and efficient; displays a quiet competence and a focus on duty. This individual likely operates independently and prioritizes safety protocols. Note: This character’s role is ‘Firefighter’.|14
280|Male|White|Young|Black police uniform consisting of a short-sleeved shirt, black trousers, and black leather boots. A standard police belt with a holster and a badge is visible.|Los Santos Police Officer|Reserved, observant, and likely disciplined, reflecting the typical demeanor of a law enforcement officer. This officer appears focused on duty and maintaining order. Note: This character’s role is ‘Los Santos Police Officer’.|7
281|Male|White|Young|Black police uniform consisting of a short-sleeved shirt, trousers, and black leather boots. A standard police belt with a holster and sidearm is visible.|San Fierro Police Officer|Reserved and observant, exhibiting a professional demeanor consistent with law enforcement. Likely diligent and focused on maintaining order. Note: This officer represents a standard patrol unit within the San Fierro Police Department.|1
282|Male|White|Young|Khaki-colored, short-sleeved police uniform with a dark brown belt and black leather shoes. A black police holster is visible on the right hip, and a badge is pinned to the left breast.|Las Venturas Police Officer|Appears professional and observant, exhibiting a calm demeanor consistent with law enforcement protocol. This officer likely prioritizes order and adherence to regulations within the Las Venturas district. Note: This character’s role is ‘Las Venturas Police Officer’.|14
283|Male|White|Young|Dark brown, short-sleeved police shirt with a prominent badge and shoulder epaulets, paired with khaki-colored, straight-leg trousers and black leather boots. A black leather belt with a holster and police-issue handcuffs is visible.|County Sheriff|Appears professional and authoritative, exhibiting a calm demeanor and a focus on maintaining order. This character likely prioritizes upholding the law and ensuring public safety within the county. Note: This character’s role is ‘County Sheriff’.|10
284|Male|Black|Young|Black leather motorcycle jacket over a black t-shirt, paired with black trousers and polished black leather boots. A dark grey helmet obscures the upper portion of his face, typical of 1990s Los Angeles police motorcycle officers.|LSPD Motorbike Cop|Reserved and observant, exhibiting a professional demeanor consistent with a law enforcement officer. This character likely prioritizes order and adherence to regulations. Note: This character’s role is ‘LSPD Motorbike Cop’.|13
285|Male|White|Young|Black tactical combat trousers with reinforced knees, a form-fitting black long-sleeved shirt, and black combat boots. A black ballistic vest covers the torso, and a tactical holster is strapped to the thigh.|S.W.A.T Special Forces|Reserved, highly disciplined, and focused on maintaining order. This officer operates with a quiet intensity, prioritizing strategic planning and swift, decisive action. Note: This character’s role is S.W.A.T. Special Forces.|17
286|Male|White|Young|The agent wears a dark navy blue FBI overcoat over a white dress shirt and a black tie. He is also wearing dark brown trousers and black leather shoes.|FBI Agent|This individual presents a serious and professional demeanor, exhibiting a cautious and observant nature. Note: This character’s role is an FBI agent investigating a potential organized crime operation within Los Angeles.|13
287|Male|White|Young|Olive drab multi-camouflage combat uniform, complete with a black tactical vest and black combat boots. A black utility belt with a holster and pouch is secured around the waist.|San Andreas Army Soldier|Reserved, disciplined, and observant; displays a professional demeanor consistent with military protocol.  This soldier likely operates as a patrolman or security detail within the city. Note:  This soldier is assigned to maintain order and security in the downtown Los Angeles district during the early 1990s.|3
288|Male|White|Young|He wears a light brown, short-sleeved khaki shirt, dark olive-green trousers, and black leather boots, completing the look with a worn brown leather belt and a shoulder holster. The outfit reflects a 1990s Sheriff’s uniform style.|Desert Sheriff|This character displays a stoic and observant demeanor, exhibiting a cautious approach to interactions and a strong adherence to law enforcement protocols. Note: This character is likely a newly appointed, somewhat isolated Sheriff tasked with maintaining order in a rural, sparsely populated area of Los Santos County.|8
289|Male|White|Young|He wears a dark green military-style jacket over a black short-sleeved t-shirt, paired with black baggy cargo pants and brown suede sneakers with white socks. The jacket has multiple pockets, suggesting a practical or possibly covert role.|Zero|Quiet, observant, and potentially involved in low-level street activity. He displays a cautious demeanor, avoiding direct eye contact. Note: This character’s role is ‘Zero’, likely a courier or informant operating within the city’s underbelly.|9
290|Male|White|Young|Black suit jacket over a black long-sleeved shirt, paired with khaki trousers and brown leather loafers. The overall appearance suggests a professional attire typical of the early 1990s.|Ken Rosenberg|Appears reserved and observant, exhibiting a demeanor consistent with someone in a position of authority or responsibility. He carries an air of quiet competence and potentially holds a role within a bureaucratic or legal setting. Note: This character's role is 'Ken Rosenberg'.|1
291|Male|White|Young|Kent Paul wears a light blue denim vest over a white t-shirt, paired with black slim-fit jeans and red high-top sneakers. The overall appearance reflects a typical 1992 Los Angeles skater style.|Kent Paul|Paul appears quiet and observant, exhibiting a relaxed demeanor consistent with a suburban youth. He displays a casual interest in skateboarding and music, suggesting a preference for a laid-back lifestyle. Note: This character's role is 'Kent Paul'.|0
292|Male|Hispanic|Young|A light grey tank top with a black leather belt and dark grey pleated trousers, paired with white sneakers. The overall appearance reflects a 1990s gang style prevalent in Los Angeles.|Cesar Vialpando|Displays a sullen and defiant demeanor, often exhibiting a distrustful attitude towards authority figures. He appears to be a low-level member of the Grove Street Families, involved in petty crime and street disputes. Note: This character’s role is ‘Cesar Vialpando’.|6
293|Male|Black|Young|Worn, dark brown baggy cargo pants and cream-colored Adidas sneakers. A light blue graphic tee with a stylized “GS” logo is visible beneath the pants.|Jeffery "OG Loc" Martin/Cross|Displays a relaxed, almost nonchalant demeanor, with a slight air of guardedness. Likely involved in street-level activities and associated with a local gang. Note: This character’s role is a low-level street hustler and potential gang affiliate operating within the Los Angeles criminal underworld.|17
294|Male|Asian|Young|Black fitted long-sleeved shirt, dark grey slim-fit trousers, and black leather boots. He wears dark sunglasses and a silver chain necklace.|Wu Zi Mu (Woozie)|Calm, observant, and intensely focused, exhibiting a detached demeanor and a preference for silence. He displays a proficiency in hand-to-hand combat and carries a concealed firearm. Note: This character is a highly skilled mercenary operating within the criminal underworld of Los Santos.|13
295|Male|White|Young|A dark grey, single-breasted suit jacket over a light blue dress shirt with a red tie, paired with grey wool trousers and black leather dress shoes. The overall appearance reflects a 1992 Los Angeles police officer’s standard attire.|Michael Toreno (Mike)|Toreno presents a professional and reserved demeanor, exhibiting a cautious and detail-oriented approach to investigations. He appears diligent and committed to upholding the law, suggesting a strong sense of duty and responsibility. Note: This character’s role is 'Michael Toreno (Mike)'.|13
296|Male|Black|Young|A dark purple, double-breasted suit with a white dress shirt and a gold tie. He wears matching cream-colored shoes and socks.|Jizzy B.|This individual projects an air of calculated confidence and wealth, suggesting a connection to organized crime and potentially illicit dealings. His attire and demeanor indicate a man accustomed to power and influence within the city’s underworld. Note: Jizzy B is likely involved in protection rackets and potentially drug trafficking, operating within the city’s affluent districts.|10
297|Male|Black|Young|A dark grey hooded sweatshirt with “Madd Dogg” printed across the chest, paired with faded blue denim jeans and white canvas sneakers. A brown leather belt with a silver buckle completes the outfit.|Madd Dogg|This individual presents a low-key, slightly detached demeanor, suggesting a focus on independent activity and a cautious approach to interaction. He appears to be a street hustler, likely involved in small-time drug dealing or related activities within the city’s underbelly. Note: This character’s role is ‘Madd Dogg’.|8
298|Female|Hispanic|Young|She wears a black, form-fitting, spaghetti-strap top with high-waisted, wide-leg black bell-bottoms and simple black strappy sandals. A thin black belt cinches her waist.|Catalina|Calm, observant, and possesses a subtle air of detached sophistication. She appears to be a frequent patron of upscale nightclubs and lounges. Note: This character’s role is ‘Catalina’.|2
299|Male|White|Young|Black leather motorcycle jacket over a black crew-neck t-shirt, paired with olive-drab cargo pants and white canvas sneakers. The outfit reflects a late 90s street style popular in Los Angeles.|Claude Speed|Appears detached and observant, exhibiting a quiet intensity and a tendency towards solitary activity. This individual likely spends time observing the city’s underbelly and engaging in low-stakes criminal pursuits. Note: This character’s role is ‘Claude Speed’.|10
300|Male|White|Young|Black, standard-issue Los Santos Police Department uniform with a dark brown leather belt and black leather shoes. The uniform features a peaked cap and pockets for essential equipment.|Los Santos Police Officer (Without gun holster)|Reserved, observant, and professional, exhibiting a cautious demeanor consistent with law enforcement protocol. This officer maintains a serious and focused posture, suggesting a commitment to duty and order. Note: This character’s role is 'Los Santos Police Officer (Without gun holster)'.|1
301|Male|White|Young|The subject wears a standard black San Fierro Police Department uniform, consisting of a short-sleeved shirt, dark trousers, and black leather boots. A simple black belt with a silver buckle secures the trousers.|San Fierro Police Officer (Without gun holster)|The individual presents a serious and professional demeanor, exhibiting a calm and observant posture. This officer appears dedicated to maintaining order and upholding the law within San Fierro. Note: This character’s role is ‘San Fierro Police Officer (Without gun holster)’.|10
302|Female|Black|Young|Khaki-colored, slightly worn trousers and a dark brown, short-sleeved shirt with a black tactical vest over it. Black gloves complete the outfit, reflecting a practical and functional style typical of the early 1990s.|Las Venturas Police Officer (Without gun holster)|This individual appears diligent and observant, exhibiting a calm demeanor consistent with a law enforcement officer. He likely prioritizes order and adherence to regulations. Note: This character's role is 'Las Venturas Police Officer (Without gun holster)'.|11
303|Female|Black|Young|Light beige short-sleeved polo shirt, khaki-colored chinos, and a black leather belt. The overall appearance suggests a casual, practical style common for law enforcement in the early 90s.|Los Santos Police Officer (Without uniform)|Appears calm and observant, with a slightly weary expression. He presents a professional yet approachable demeanor, typical of an officer working in a less formal capacity. Note: This character’s role is primarily investigative support, potentially involved in neighborhood patrols or minor crime scene observation.|12
304|Female|White|Young|Dark green short-sleeved shirt, khaki trousers, and brown leather shoes. The outfit reflects a standard 1990s Los Santos Police Department casual attire.|Los Santos Police Officer (Without uniform)|Appears observant and slightly weary, suggesting experience with street policing. Exhibits a calm demeanor, possibly indicating a methodical approach to investigations. Note: This character’s role is 'Los Santos Police Officer (Without uniform)'.|2
305|Female|Black|Young|Red short-sleeved shirt, dark brown pleated trousers, and brown leather loafers. The outfit reflects a 1992 Los Angeles police officer’s casual attire.|Las Venturas Police Officer (Without uniform)|Quiet, observant, and appears somewhat weary, suggesting experience with difficult situations. This individual likely handles routine patrols and investigations within the Las Venturas precinct. Note: This character’s role is 'Las Venturas Police Officer (Without uniform)'.|4
306|Male|White|Young|A standard black Los Santos Police Department short-sleeved shirt and matching trousers, paired with black leather boots. The uniform reflects the 1992 style, featuring a simple belt and no visible insignia beyond the department patch.|Los Santos Police Officer|Reserved and observant, exhibiting a professional demeanor consistent with a law enforcement officer. This officer is likely focused on maintaining order and upholding the law within the city. Note: This character’s role is ‘Los Santos Police Officer’.|7
307|Male|White|Young|Black police uniform with a peaked cap, standard issue black boots, and a dark brown leather belt. The uniform reflects the style of the early 1990s Los Angeles Police Department.|San Fierro Police Officer|Reserved, observant, and professional. This officer displays a calm demeanor and a focus on maintaining order. Note: This character’s role is ‘San Fierro Police Officer’.|1
